Category,Sub-Category,Product Name,total_sales,total_profit,total_units,orders,loss_orders,profit_margin_pct,loss_rate_pct
Office Supplies,Supplies,Compact Automatic Electric Letter Opener,2982.75,-57.27,26.0,8,2.0,-1.92,25.0
Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",598.31,-57.37,16.0,5,2.0,-9.59,40.0
Technology,Accessories,V7 USB Numeric Keypad,461.87,-58.78,16.0,4,3.0,-12.73,75.0
Technology,Phones,i.Sound Portable Power - 8000 mAh,413.32,-58.82,9.0,5,3.0,-14.23,60.0
Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",953.82,-63.59,20.0,6,3.0,-6.67,50.0
Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",5801.82,-66.83,23.0,5,3.0,-1.15,60.0
Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",1912.31,-68.11,18.0,5,3.0,-3.56,60.0
Office Supplies,Binders,GBC Plasticlear Binding Covers,68.88,-68.42,23.0,7,7.0,-99.33,100.0
Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",2730.11,-68.81,26.0,6,2.0,-2.52,33.33
Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,197.17,-69.57,32.0,7,5.0,-35.28,71.43
Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",1875.03,-70.49,15.0,4,3.0,-3.76,75.0
Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,489.38,-70.83,4.0,2,1.0,-14.47,50.0
Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.99,-71.4,2.0,1,1.0,-70.0,100.0
Office Supplies,Storage,Space Solutions Commercial Steel Shelving,1952.43,-74.35,33.0,7,1.0,-3.81,14.29
Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,664.83,-78.02,15.0,4,1.0,-11.73,25.0
Office Supplies,Storage,Sensible Storage WireTech Storage Systems,2484.3,-78.08,38.0,8,3.0,-3.14,37.5
Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",1909.82,-78.19,19.0,7,5.0,-4.09,71.43
Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,1072.34,-78.36,9.0,2,1.0,-7.31,50.0
Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,98.14,-78.51,6.0,2,2.0,-80.0,100.0
Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,2970.06,-78.64,28.0,10,7.0,-2.65,70.0
Furniture,Chairs,"Global Task Chair, Black",463.1,-80.41,12.0,5,5.0,-17.36,100.0
Furniture,Bookcases,Sauder Cornerstone Collection Library,322.19,-81.17,14.0,3,2.0,-25.19,66.67
Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",834.6,-82.18,42.0,8,5.0,-9.85,62.5
Office Supplies,Binders,GBC Linen Binding Covers,207.57,-82.41,18.0,6,4.0,-39.7,66.67
Technology,Phones,Motorola HK250 Universal Bluetooth Headset,832.24,-91.5,41.0,9,6.0,-10.99,66.67
Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",649.38,-97.41,14.0,3,1.0,-15.0,33.33
Office Supplies,Binders,Acco D-Ring Binder w/DublLock,235.18,-102.84,31.0,9,7.0,-43.73,77.78
Furniture,Bookcases,Sauder Camden County Collection Library,1368.26,-103.48,16.0,2,1.0,-7.56,50.0
Office Supplies,Storage,Safco Industrial Shelving,827.12,-104.13,13.0,5,3.0,-12.59,60.0
Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",1088.64,-104.83,16.0,5,4.0,-9.63,80.0
Office Supplies,Storage,Tennsco Industrial Shelving,1281.44,-108.58,29.0,9,5.0,-8.47,55.56
Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",1635.8,-110.13,22.0,8,4.0,-6.73,50.0
Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1304.13,-111.33,20.0,5,2.0,-8.54,40.0
Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",400.03,-113.26,3.0,2,2.0,-28.31,100.0
Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,289.46,-113.77,31.0,6,3.0,-39.3,50.0
Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",1689.97,-114.68,13.0,5,4.0,-6.79,80.0
Furniture,Tables,Hon 2111 Invitation Series Straight Table,2040.05,-115.31,18.0,7,6.0,-5.65,85.71
Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",825.17,-117.88,9.0,1,1.0,-14.29,100.0
Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,2252.43,-119.12,15.0,4,3.0,-5.29,75.0
Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,266.34,-120.18,17.0,4,2.0,-45.12,50.0
Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,1073.25,-121.96,20.0,5,3.0,-11.36,60.0
Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.64,-125.2,33.0,9,4.0,-11.22,44.44
Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",935.2,-125.74,10.0,3,2.0,-13.45,66.67
Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",5184.08,-126.44,27.0,6,1.0,-2.44,16.67
Office Supplies,Storage,Safco Industrial Wire Shelving,1363.06,-126.71,16.0,5,4.0,-9.3,80.0
Technology,Phones,Samsung Galaxy Note 2,4507.9,-128.8,14.0,2,1.0,-2.86,50.0
Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,467.71,-129.92,20.0,6,4.0,-27.78,66.67
Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,2200.46,-130.98,20.0,7,4.0,-5.95,57.14
Furniture,Chairs,Novimex Fabric Task Chair,1890.38,-131.11,39.0,9,8.0,-6.94,88.89
Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,723.84,-133.11,21.0,6,3.0,-18.39,50.0
Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,922.74,-133.44,16.0,4,3.0,-14.46,75.0
Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",1436.23,-143.62,12.0,4,3.0,-10.0,75.0
Furniture,Tables,Hon 61000 Series Interactive Training Tables,653.12,-148.4,22.0,9,9.0,-22.72,100.0
Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,1087.92,-149.59,10.0,3,3.0,-13.75,100.0
Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.19,-158.49,7.0,2,2.0,-22.83,100.0
Furniture,Tables,Bevis 44 x 96 Conference Tables,3253.22,-164.72,20.0,5,2.0,-5.06,40.0
Technology,Machines,Cisco 8961 IP Phone Charcoal,224.94,-164.95,3.0,1,1.0,-73.33,100.0
Furniture,Chairs,"Global Geo Office Task Chair, Gray",1757.27,-166.01,25.0,7,6.0,-9.45,85.71
Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,3178.13,-167.27,20.0,5,1.0,-5.26,20.0
Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,2904.16,-170.83,17.0,4,3.0,-5.88,75.0
Technology,Machines,Epson Perfection V600 Photo Scanner,206.99,-172.49,3.0,1,1.0,-83.33,100.0
Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",2299.75,-172.94,28.0,10,6.0,-7.52,60.0
Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",2064.23,-173.13,24.0,5,3.0,-8.39,60.0
Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,299.21,-177.22,9.0,2,1.0,-59.23,50.0
Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",1296.03,-177.35,6.0,3,2.0,-13.68,66.67
Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",1400.26,-179.67,31.0,10,6.0,-12.83,60.0
Furniture,Tables,Chromcraft Round Conference Tables,8209.06,-189.98,61.0,13,7.0,-2.31,53.85
Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.88,-190.85,3.0,1,1.0,-210.0,100.0
Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,1474.31,-191.86,22.0,4,2.0,-13.01,50.0
Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",4544.92,-192.19,24.0,5,3.0,-4.23,60.0
Furniture,Chairs,High-Back Leather Manager's Chair,4770.63,-197.58,42.0,9,6.0,-4.14,66.67
Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",526.61,-201.51,46.0,9,8.0,-38.27,88.89
Furniture,Tables,Laminate Occasional Tables,2096.17,-206.53,18.0,3,3.0,-9.85,100.0
Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3626.01,-208.65,34.0,8,3.0,-5.75,37.5
Technology,Phones,LG Exalt,1154.33,-212.15,12.0,3,2.0,-18.38,66.67
Furniture,Tables,Balt Solid Wood Rectangular Table,828.1,-216.25,11.0,4,3.0,-26.11,75.0
Furniture,Chairs,Global Deluxe Steno Chair,1770.54,-216.31,29.0,10,8.0,-12.22,80.0
Office Supplies,Storage,Safco Industrial Wire Shelving System,2511.05,-218.35,30.0,8,4.0,-8.7,50.0
Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",763.67,-222.74,15.0,5,2.0,-29.17,40.0
Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,1775.68,-228.62,21.0,7,5.0,-12.87,71.43
Furniture,Tables,Hon 5100 Series Wood Tables,5965.09,-238.6,26.0,7,4.0,-4.0,57.14
Office Supplies,Binders,Catalog Binders with Expanding Posts,1089.94,-242.21,36.0,8,5.0,-22.22,62.5
Furniture,Chairs,Global Low Back Tilter Chair,1746.95,-246.39,21.0,8,7.0,-14.1,87.5
Furniture,Tables,KI Adjustable-Height Table,4552.64,-248.48,74.0,18,10.0,-5.46,55.56
Technology,Machines,Okidata B401 Printer,179.99,-251.99,3.0,1,1.0,-140.0,100.0
Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.96,-252.0,7.0,1,1.0,-10.0,100.0
Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.94,-256.56,18.0,5,2.0,-21.36,40.0
Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,17030.31,-262.0,11.0,3,1.0,-1.54,33.33
Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",1002.94,-267.45,19.0,4,4.0,-26.67,100.0
Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,1646.92,-285.95,12.0,4,4.0,-17.36,100.0
Technology,Machines,Okidata C610n Printer,2011.9,-292.05,5.0,2,2.0,-14.52,100.0
Furniture,Bookcases,Sauder Barrister Bookcases,754.73,-294.77,16.0,3,3.0,-39.06,100.0
Furniture,Tables,Hon Rectangular Conference Tables,3481.52,-295.82,20.0,4,3.0,-8.5,75.0
Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,5398.32,-304.99,34.0,11,5.0,-5.65,45.45
Technology,Machines,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.99,-319.19,3.0,1,1.0,-93.33,100.0
Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,170.74,-325.63,11.0,3,2.0,-190.71,66.67
Furniture,Tables,Bretford Rectangular Conference Table Tops,12995.29,-327.23,46.0,12,5.0,-2.52,41.67
Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",2847.78,-328.59,20.0,8,6.0,-11.54,75.0
Office Supplies,Storage,Fellowes Officeware Wire Shelving,4509.47,-332.37,55.0,11,4.0,-7.37,36.36
Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,2027.3,-339.71,18.0,5,4.0,-16.76,80.0
Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.25,-343.1,26.0,6,4.0,-21.14,66.67
Furniture,Tables,Balt Split Level Computer Training Table,1040.63,-357.98,12.0,5,5.0,-34.4,100.0
Technology,Phones,LG G2,1499.97,-374.99,5.0,1,1.0,-25.0,100.0
Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",3457.44,-392.55,30.0,7,4.0,-11.35,57.14
Furniture,Tables,Hon 2111 Invitation Series Corner Table,3140.55,-401.99,18.0,4,3.0,-12.8,75.0
Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",5098.18,-404.01,22.0,6,4.0,-7.92,66.67
Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,496.02,-411.33,15.0,4,4.0,-82.93,100.0
Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,917.92,-415.93,5.0,3,3.0,-45.31,100.0
Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1014.17,-418.55,10.0,3,3.0,-41.27,100.0
Office Supplies,Supplies,Premier Automatic Letter Opener,2836.37,-427.86,14.0,5,3.0,-15.08,60.0
Technology,Machines,Okidata MB491 Multifunction Printer,2844.3,-434.13,9.0,2,1.0,-15.26,50.0
Furniture,Chairs,Novimex Swivel Fabric Task Chair,2913.91,-445.39,25.0,8,6.0,-15.28,75.0
Furniture,Tables,Bevis Boat-Shaped Conference Table,2542.47,-445.59,15.0,6,4.0,-17.53,66.67
Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,2359.94,-447.99,13.0,3,2.0,-18.98,66.67
Furniture,Tables,Chromcraft Rectangular Conference Tables,4952.67,-450.24,30.0,9,5.0,-9.09,55.56
Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",2033.5,-456.7,9.0,3,3.0,-22.46,100.0
Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,2032.35,-460.67,10.0,4,4.0,-22.67,100.0
Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,3223.0,-461.33,22.0,5,3.0,-14.31,60.0
Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",2339.98,-468.0,3.0,2,1.0,-20.0,50.0
Office Supplies,Storage,SAFCO Boltless Steel Shelving,4704.7,-470.47,46.0,10,5.0,-10.0,50.0
Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",5436.16,-474.74,54.0,14,10.0,-8.73,71.43
Furniture,Tables,KI Conference Tables,2140.88,-479.22,44.0,8,7.0,-22.38,87.5
Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3680.54,-491.17,35.0,9,8.0,-13.35,88.89
Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",4166.88,-503.12,59.0,14,12.0,-12.07,85.71
Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,723.51,-506.46,6.0,2,2.0,-70.0,100.0
Furniture,Tables,"Bevis Round Conference Table Top, X-Base",2671.42,-519.94,20.0,6,5.0,-19.46,83.33
Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",2058.5,-529.76,19.0,4,2.0,-25.74,50.0
Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,3317.01,-530.04,25.0,6,5.0,-15.98,83.33
Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,7242.77,-532.76,29.0,8,5.0,-7.36,62.5
Furniture,Tables,Bevis Rectangular Conference Tables,1007.26,-586.84,13.0,4,4.0,-58.26,100.0
Furniture,Tables,Hon Racetrack Conference Tables,3963.9,-598.52,22.0,6,4.0,-15.1,66.67
Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4297.64,-611.59,11.0,6,5.0,-14.23,83.33
Furniture,Bookcases,Bestar Classic Bookcase,1897.81,-612.94,31.0,8,4.0,-32.3,50.0
Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",4199.46,-635.44,35.0,10,7.0,-15.13,70.0
Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",15610.97,-669.54,24.0,5,2.0,-4.29,40.0
Furniture,Tables,Hon 94000 Series Round Tables,7404.5,-681.21,30.0,5,3.0,-9.2,60.0
Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,3420.77,-755.75,21.0,6,6.0,-22.09,100.0
Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,2946.37,-767.74,22.0,5,5.0,-26.06,100.0
Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,2330.65,-785.76,13.0,4,3.0,-33.71,75.0
Furniture,Tables,BPI Conference Tables,2241.87,-795.97,26.0,5,4.0,-35.5,80.0
Office Supplies,Storage,Tennsco Single-Tier Lockers,9158.3,-825.75,28.0,8,3.0,-9.02,37.5
Furniture,Tables,"Bevis Oval Conference Table, Walnut",6942.07,-856.01,36.0,8,6.0,-12.33,75.0
Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,2946.2,-872.08,18.0,5,3.0,-29.6,60.0
Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,-938.28,6.0,1,1.0,-133.33,100.0
Furniture,Tables,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,5634.9,-964.19,17.0,4,3.0,-17.11,75.0
Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,2740.2,-975.1,37.0,7,5.0,-35.58,71.43
Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,5282.42,-989.05,24.0,6,6.0,-18.72,100.0
Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,1212.71,-1057.23,10.0,2,2.0,-87.18,100.0
Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",4446.18,-1147.4,25.0,5,4.0,-25.81,80.0
Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1706.25,-1148.44,15.0,3,3.0,-67.31,100.0
Furniture,Tables,Balt Solid Wood Round Tables,6518.75,-1201.06,19.0,4,2.0,-18.42,50.0
Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,16656.2,-1299.18,22.0,6,3.0,-7.8,50.0
Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,-1811.08,6.0,1,1.0,-8.0,100.0
Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,17965.07,-1878.17,27.0,6,3.0,-10.45,50.0
Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,9544.73,-1934.4,33.0,7,6.0,-20.27,85.71
Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,9917.64,-2876.12,27.0,5,4.0,-29.0,80.0
Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,-3839.99,4.0,1,1.0,-48.0,100.0
Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,16829.9,-4589.97,18.0,4,3.0,-27.27,75.0
Technology,Machines,Cubify CubeX 3D Printer Double Head Print,11099.96,-8879.97,9.0,3,2.0,-80.0,66.67
